Brown Jay,Psilorhinus morio,Passeriformes,Corvidae
Green Jay,Cyanocorax yncas,Passeriformes,Corvidae
Azure Jay,Cyanocorax caeruleus,Passeriformes,Corvidae
Pinyon Jay,Gymnorhinus cyanocephalus,Passeriformes,Corvidae
Steller's Jay,Cyanocitta stelleri,Passeriformes,Corvidae
Blue Jay,Cyanocitta cristata,Passeriformes,Corvidae
Florida Scrub-Jay,Aphelocoma coerulescens,Passeriformes,Corvidae
Island Scrub-Jay,Aphelocoma insularis,Passeriformes,Corvidae
California Scrub-Jay,Aphelocoma californica,Passeriformes,Corvidae
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,Passeriformes,Corvidae
Mexican Jay,Aphelocoma wollweberi,Passeriformes,Corvidae
Black-billed Magpie,Pica hudsonia,Passeriformes,Corvidae
Yellow-billed Magpie,Pica nuttalli,Passeriformes,Corvidae
Clark's Nutcracker,Nucifraga columbiana,Passeriformes,Corvidae
Eurasian Jackdaw,Corvus monedula,Passeriformes,Corvidae
American Crow,Corvus brachyrhynchos,Passeriformes,Corvidae
Northwestern Crow,Corvus caurinus,Passeriformes,Corvidae
Tamaulipas Crow,Corvus imparatus,Passeriformes,Corvidae
Fish Crow,Corvus ossifragus,Passeriformes,Corvidae
Hawaiian Crow,Corvus hawaiiensis,Passeriformes,Corvidae
Chihuahuan Raven,Corvus cryptoleucus,Passeriformes,Corvidae
Common Raven,Corvus corax,Passeriformes,Corvidae
Horned Lark,Eremophila alpestris,Passeriformes,Alaudidae
Eurasian Skylark,Alauda arvensis,Passeriformes,Alaudidae
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Passeriformes,Hirundinidae
Purple Martin,Progne subis,Passeriformes,Hirundinidae
Cuban Martin,Progne cryptoleuca,Passeriformes,Hirundinidae
Gray-breasted Martin,Progne chalybea,Passeriformes,Hirundinidae
Southern Martin,Progne elegans,Passeriformes,Hirundinidae
Brown-chested Martin,Progne tapera,Passeriformes,Hirundinidae
Tree Swallow,Tachycineta bicolor,Passeriformes,Hirundinidae
Mangrove Swallow,Tachycineta albilinea,Passeriformes,Hirundinidae
Violet-green Swallow,Tachycineta thalassina,Passeriformes,Hirundinidae
Bahama Swallow,Tachycineta cyaneoviridis,Passeriformes,Hirundinidae
Bank Swallow,Riparia riparia,Passeriformes,Hirundinidae
Barn Swallow,Hirundo rustica,Passeriformes,Hirundinidae
Cliff Swallow,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae
Cave Swallow,Petrochelidon fulva,Passeriformes,Hirundinidae
Common House-Martin,Delichon urbicum,Passeriformes,Hirundinidae
Varied Tit,Sittiparus varius,Passeriformes,Paridae
Carolina Chickadee,Poecile carolinensis,Passeriformes,Paridae
Black-capped Chickadee,Poecile atricapillus,Passeriformes,Paridae
Mountain Chickadee,Poecile gambeli,Passeriformes,Paridae
Mexican Chickadee,Poecile sclateri,Passeriformes,Paridae
Chestnut-backed Chickadee,Poecile rufescens,Passeriformes,Paridae
Boreal Chickadee,Poecile hudsonicus,Passeriformes,Paridae
Gray-headed Chickadee,Poecile cinctus,Passeriformes,Paridae
Bridled Titmouse,Baeolophus wollweberi,Passeriformes,Paridae
Oak Titmouse,Baeolophus inornatus,Passeriformes,Paridae
Juniper Titmouse,Baeolophus ridgwayi,Passeriformes,Paridae
Tufted Titmouse,Baeolophus bicolor,Passeriformes,Paridae
Black-crested Titmouse,Baeolophus atricristatus,Passeriformes,Paridae
Japanese Tit,Parus minor,Passeriformes,Paridae
Verdin,Auriparus flaviceps,Passeriformes,Remizidae
Bushtit,Psaltriparus minimus,Passeriformes,Aegithalidae
Red-breasted Nuthatch,Sitta canadensis,Passeriformes,Sittidae
White-breasted Nuthatch,Sitta carolinensis,Passeriformes,Sittidae
Pygmy Nuthatch,Sitta pygmaea,Passeriformes,Sittidae
Brown-headed Nuthatch,Sitta pusilla,Passeriformes,Sittidae
Brown Creeper,Certhia americana,Passeriformes,Certhiidae
Rock Wren,Salpinctes obsoletus,Passeriformes,Troglodytidae
Canyon Wren,Catherpes mexicanus,Passeriformes,Troglodytidae
House Wren,Troglodytes aedon,Passeriformes,Troglodytidae
Eurasian Wren,Troglodytes troglodytes,Passeriformes,Troglodytidae
Pacific Wren,Troglodytes pacificus,Passeriformes,Troglodytidae
Winter Wren,Troglodytes hiemalis,Passeriformes,Troglodytidae
Sedge Wren,Cistothorus platensis,Passeriformes,Troglodytidae
Marsh Wren,Cistothorus palustris,Passeriformes,Troglodytidae
Carolina Wren,Thryothorus ludovicianus,Passeriformes,Troglodytidae
Bewick's Wren,Thryomanes bewickii,Passeriformes,Troglodytidae
Cactus Wren,Campylorhynchus brunneicapillus,Passeriformes,Troglodytidae
Sinaloa Wren,Thryophilus sinaloa,Passeriformes,Troglodytidae
Blue-gray Gnatcatcher,Polioptila caerulea,Passeriformes,Polioptilidae
California Gnatcatcher,Polioptila californica,Passeriformes,Polioptilidae
Black-tailed Gnatcatcher,Polioptila melanura,Passeriformes,Polioptilidae
Black-capped Gnatcatcher,Polioptila nigriceps,Passeriformes,Polioptilidae
American Dipper,Cinclus mexicanus,Passeriformes,Cinclidae
Red-vented Bulbul,Pycnonotus cafer,Passeriformes,Pycnonotidae
Red-whiskered Bulbul,Pycnonotus jocosus,Passeriformes,Pycnonotidae
Golden-crowned Kinglet,Regulus satrapa,Passeriformes,Regulidae
Ruby-crowned Kinglet,Regulus calendula,Passeriformes,Regulidae
Japanese Bush Warbler,Horornis diphone,Passeriformes,Scotocercidae
Willow Warbler,Phylloscopus trochilus,Passeriformes,Phylloscopidae
Common Chiffchaff,Phylloscopus collybita,Passeriformes,Phylloscopidae
Wood Warbler,Phylloscopus sibilatrix,Passeriformes,Phylloscopidae
Dusky Warbler,Phylloscopus fuscatus,Passeriformes,Phylloscopidae
Pallas's Leaf Warbler,Phylloscopus proregulus,Passeriformes,Phylloscopidae
Yellow-browed Warbler,Phylloscopus inornatus,Passeriformes,Phylloscopidae
Arctic Warbler,Phylloscopus borealis,Passeriformes,Phylloscopidae
Kamchatka Leaf Warbler,Phylloscopus examinandus,Passeriformes,Phylloscopidae
Thick-billed Warbler,Iduna aedon,Passeriformes,Acrocephalidae
Sedge Warbler,Acrocephalus schoenobaenus,Passeriformes,Acrocephalidae
Blyth's Reed Warbler,Acrocephalus dumetorum,Passeriformes,Acrocephalidae
Millerbird,Acrocephalus familiaris,Passeriformes,Acrocephalidae
Middendorff's Grasshopper-Warbler,Locustella ochotensis,Passeriformes,Locustellidae
Lanceolated Warbler,Locustella lanceolata,Passeriformes,Locustellidae
Eurasian River Warbler,Locustella fluviatilis,Passeriformes,Locustellidae
Lesser Whitethroat,Sylvia curruca,Passeriformes,Sylviidae
Wrentit,Chamaea fasciata,Passeriformes,Paradoxornithidae
Japanese White-eye,Zosterops japonicus,Passeriformes,Zosteropidae
Chinese Hwamei,Garrulax canorus,Passeriformes,Leiothrichidae
Gray-sided Laughingthrush,Ianthocincla caerulata,Passeriformes,Leiothrichidae
Red-billed Leiothrix,Leiothrix lutea,Passeriformes,Leiothrichidae
Gray-streaked Flycatcher,Muscicapa griseisticta,Passeriformes,Muscicapidae
Dark-sided Flycatcher,Muscicapa sibirica,Passeriformes,Muscicapidae
Asian Brown Flycatcher,Muscicapa dauurica,Passeriformes,Muscicapidae
Spotted Flycatcher,Muscicapa striata,Passeriformes,Muscicapidae
White-rumped Shama,Copsychus malabaricus,Passeriformes,Muscicapidae
European Robin,Erithacus rubecula,Passeriformes,Muscicapidae
Rufous-tailed Robin,Larvivora sibilans,Passeriformes,Muscicapidae
Siberian Blue Robin,Larvivora cyane,Passeriformes,Muscicapidae
Bluethroat,Luscinia svecica,Passeriformes,Muscicapidae
Siberian Rubythroat,Calliope calliope,Passeriformes,Muscicapidae
Red-flanked Bluetail,Tarsiger cyanurus,Passeriformes,Muscicapidae
Narcissus Flycatcher,Ficedula narcissina,Passeriformes,Muscicapidae
Taiga Flycatcher,Ficedula albicilla,Passeriformes,Muscicapidae
Common Redstart,Phoenicurus phoenicurus,Passeriformes,Muscicapidae
Blue Rock-Thrush,Monticola solitarius,Passeriformes,Muscicapidae
Siberian Stonechat,Saxicola maurus,Passeriformes,Muscicapidae
Northern Wheatear,Oenanthe oenanthe,Passeriformes,Muscicapidae
Pied Wheatear,Oenanthe pleschanka,Passeriformes,Muscicapidae
Eastern Bluebird,Sialia sialis,Passeriformes,Turdidae
Western Bluebird,Sialia mexicana,Passeriformes,Turdidae
Mountain Bluebird,Sialia currucoides,Passeriformes,Turdidae
Townsend's Solitaire,Myadestes townsendi,Passeriformes,Turdidae
Kamao,Myadestes myadestinus,Passeriformes,Turdidae
Amaui,Myadestes woahensis,Passeriformes,Turdidae
Olomao,Myadestes lanaiensis,Passeriformes,Turdidae
Omao,Myadestes obscurus,Passeriformes,Turdidae
Puaiohi,Myadestes palmeri,Passeriformes,Turdidae
Orange-billed Nightingale-Thrush,Catharus aurantiirostris,Passeriformes,Turdidae
Black-headed Nightingale-Thrush,Catharus mexicanus,Passeriformes,Turdidae
Veery,Catharus fuscescens,Passeriformes,Turdidae
Gray-cheeked Thrush,Catharus minimus,Passeriformes,Turdidae
Bicknell's Thrush,Catharus bicknelli,Passeriformes,Turdidae
Swainson's Thrush,Catharus ustulatus,Passeriformes,Turdidae
Hermit Thrush,Catharus guttatus,Passeriformes,Turdidae
Wood Thrush,Hylocichla mustelina,Passeriformes,Turdidae
Eurasian Blackbird,Turdus merula,Passeriformes,Turdidae
Eyebrowed Thrush,Turdus obscurus,Passeriformes,Turdidae
Dusky Thrush,Turdus eunomus,Passeriformes,Turdidae
Fieldfare,Turdus pilaris,Passeriformes,Turdidae
Redwing,Turdus iliacus,Passeriformes,Turdidae
Song Thrush,Turdus philomelos,Passeriformes,Turdidae
Mistle Thrush,Turdus viscivorus,Passeriformes,Turdidae
Clay-colored Thrush,Turdus grayi,Passeriformes,Turdidae
White-throated Thrush,Turdus assimilis,Passeriformes,Turdidae
Rufous-backed Robin,Turdus rufopalliatus,Passeriformes,Turdidae
American Robin,Turdus migratorius,Passeriformes,Turdidae
Varied Thrush,Ixoreus naevius,Passeriformes,Turdidae
Aztec Thrush,Ridgwayia pinicola,Passeriformes,Turdidae
Blue Mockingbird,Melanotis caerulescens,Passeriformes,Mimidae
Black Catbird,Melanoptila glabrirostris,Passeriformes,Mimidae
Gray Catbird,Dumetella carolinensis,Passeriformes,Mimidae
Curve-billed Thrasher,Toxostoma curvirostre,Passeriformes,Mimidae
Brown Thrasher,Toxostoma rufum,Passeriformes,Mimidae
Long-billed Thrasher,Toxostoma longirostre,Passeriformes,Mimidae
Bendire's Thrasher,Toxostoma bendirei,Passeriformes,Mimidae
Gray Thrasher,Toxostoma cinereum,Passeriformes,Mimidae
California Thrasher,Toxostoma redivivum,Passeriformes,Mimidae
LeConte's Thrasher,Toxostoma lecontei,Passeriformes,Mimidae
Crissal Thrasher,Toxostoma crissale,Passeriformes,Mimidae
Sage Thrasher,Oreoscoptes montanus,Passeriformes,Mimidae
Bahama Mockingbird,Mimus gundlachii,Passeriformes,Mimidae
Tropical Mockingbird,Mimus gilvus,Passeriformes,Mimidae
Northern Mockingbird,Mimus polyglottos,Passeriformes,Mimidae
Common Hill Myna,Gracula religiosa,Passeriformes,Sturnidae
European Starling,Sturnus vulgaris,Passeriformes,Sturnidae
Common Myna,Acridotheres tristis,Passeriformes,Sturnidae
Jungle Myna,Acridotheres fuscus,Passeriformes,Sturnidae
Crested Myna,Acridotheres cristatellus,Passeriformes,Sturnidae
Siberian Accentor,Prunella montanella,Passeriformes,Prunellidae
Western Yellow Wagtail,Motacilla flava,Passeriformes,Motacillidae
Eastern Yellow Wagtail,Motacilla tschutschensis,Passeriformes,Motacillidae
Citrine Wagtail,Motacilla citreola,Passeriformes,Motacillidae
Gray Wagtail,Motacilla cinerea,Passeriformes,Motacillidae
White Wagtail,Motacilla alba,Passeriformes,Motacillidae
Tree Pipit,Anthus trivialis,Passeriformes,Motacillidae
Olive-backed Pipit,Anthus hodgsoni,Passeriformes,Motacillidae
Pechora Pipit,Anthus gustavi,Passeriformes,Motacillidae
Red-throated Pipit,Anthus cervinus,Passeriformes,Motacillidae
American Pipit,Anthus rubescens,Passeriformes,Motacillidae
Sprague's Pipit,Anthus spragueii,Passeriformes,Motacillidae
Bohemian Waxwing,Bombycilla garrulus,Passeriformes,Bombycillidae
Cedar Waxwing,Bombycilla cedrorum,Passeriformes,Bombycillidae
Kauai Oo,Moho braccatus,Passeriformes,Mohoidae
Oahu Oo,Moho apicalis,Passeriformes,Mohoidae
Bishop's Oo,Moho bishopi,Passeriformes,Mohoidae
Hawaii Oo,Moho nobilis,Passeriformes,Mohoidae
Kioea,Chaetoptila angustipluma,Passeriformes,Mohoidae
Gray Silky-flycatcher,Ptiliogonys cinereus,Passeriformes,Ptiliogonatidae
Phainopepla,Phainopepla nitens,Passeriformes,Ptiliogonatidae
Olive Warbler,Peucedramus taeniatus,Passeriformes,Peucedramidae
Lapland Longspur,Calcarius lapponicus,Passeriformes,Calcariidae
Chestnut-collared Longspur,Calcarius ornatus,Passeriformes,Calcariidae
Smith's Longspur,Calcarius pictus,Passeriformes,Calcariidae
McCown's Longspur,Rhynchophanes mccownii,Passeriformes,Calcariidae
Snow Bunting,Plectrophenax nivalis,Passeriformes,Calcariidae
McKay's Bunting,Plectrophenax hyperboreus,Passeriformes,Calcariidae
Ovenbird,Seiurus aurocapilla,Passeriformes,Parulidae
Worm-eating Warbler,Helmitheros vermivorum,Passeriformes,Parulidae
Louisiana Waterthrush,Parkesia motacilla,Passeriformes,Parulidae
Northern Waterthrush,Parkesia noveboracensis,Passeriformes,Parulidae
Bachman's Warbler,Vermivora bachmanii,Passeriformes,Parulidae
Golden-winged Warbler,Vermivora chrysoptera,Passeriformes,Parulidae
Blue-winged Warbler,Vermivora cyanoptera,Passeriformes,Parulidae
Black-and-white Warbler,Mniotilta varia,Passeriformes,Parulidae
Prothonotary Warbler,Protonotaria citrea,Passeriformes,Parulidae
Swainson's Warbler,Limnothlypis swainsonii,Passeriformes,Parulidae
Crescent-chested Warbler,Oreothlypis superciliosa,Passeriformes,Parulidae
Tennessee Warbler,Oreothlypis peregrina,Passeriformes,Parulidae
Orange-crowned Warbler,Oreothlypis celata,Passeriformes,Parulidae
Colima Warbler,Oreothlypis crissalis,Passeriformes,Parulidae
Lucy's Warbler,Oreothlypis luciae,Passeriformes,Parulidae
Nashville Warbler,Oreothlypis ruficapilla,Passeriformes,Parulidae
Virginia's Warbler,Oreothlypis virginiae,Passeriformes,Parulidae
Connecticut Warbler,Oporornis agilis,Passeriformes,Parulidae
Gray-crowned Yellowthroat,Geothlypis poliocephala,Passeriformes,Parulidae
MacGillivray's Warbler,Geothlypis tolmiei,Passeriformes,Parulidae
Mourning Warbler,Geothlypis philadelphia,Passeriformes,Parulidae
Kentucky Warbler,Geothlypis formosa,Passeriformes,Parulidae
Common Yellowthroat,Geothlypis trichas,Passeriformes,Parulidae
Hooded Warbler,Setophaga citrina,Passeriformes,Parulidae
American Redstart,Setophaga ruticilla,Passeriformes,Parulidae
Kirtland's Warbler,Setophaga kirtlandii,Passeriformes,Parulidae
Cape May Warbler,Setophaga tigrina,Passeriformes,Parulidae
Cerulean Warbler,Setophaga cerulea,Passeriformes,Parulidae
Northern Parula,Setophaga americana,Passeriformes,Parulidae
Tropical Parula,Setophaga pitiayumi,Passeriformes,Parulidae
Magnolia Warbler,Setophaga magnolia,Passeriformes,Parulidae
Bay-breasted Warbler,Setophaga castanea,Passeriformes,Parulidae
Blackburnian Warbler,Setophaga fusca,Passeriformes,Parulidae
Yellow Warbler,Setophaga petechia,Passeriformes,Parulidae
Chestnut-sided Warbler,Setophaga pensylvanica,Passeriformes,Parulidae
Blackpoll Warbler,Setophaga striata,Passeriformes,Parulidae
Black-throated Blue Warbler,Setophaga caerulescens,Passeriformes,Parulidae
Palm Warbler,Setophaga palmarum,Passeriformes,Parulidae
Pine Warbler,Setophaga pinus,Passeriformes,Parulidae
Yellow-rumped Warbler,Setophaga coronata,Passeriformes,Parulidae
Yellow-throated Warbler,Setophaga dominica,Passeriformes,Parulidae
Prairie Warbler,Setophaga discolor,Passeriformes,Parulidae
Grace's Warbler,Setophaga graciae,Passeriformes,Parulidae
Black-throated Gray Warbler,Setophaga nigrescens,Passeriformes,Parulidae
Townsend's Warbler,Setophaga townsendi,Passeriformes,Parulidae
Hermit Warbler,Setophaga occidentalis,Passeriformes,Parulidae
Golden-cheeked Warbler,Setophaga chrysoparia,Passeriformes,Parulidae
Black-throated Green Warbler,Setophaga virens,Passeriformes,Parulidae
Fan-tailed Warbler,Basileuterus lachrymosus,Passeriformes,Parulidae
Rufous-capped Warbler,Basileuterus rufifrons,Passeriformes,Parulidae
Golden-crowned Warbler,Basileuterus culicivorus,Passeriformes,Parulidae
Canada Warbler,Cardellina canadensis,Passeriformes,Parulidae
Wilson's Warbler,Cardellina pusilla,Passeriformes,Parulidae
Red-faced Warbler,Cardellina rubrifrons,Passeriformes,Parulidae
Painted Redstart,Myioborus pictus,Passeriformes,Parulidae
Slate-throated Redstart,Myioborus miniatus,Passeriformes,Parulidae
Red-crested Cardinal,Paroaria coronata,Passeriformes,Thraupidae
Yellow-billed Cardinal,Paroaria capitata,Passeriformes,Thraupidae
Crimson-collared Tanager,Ramphocelus sanguinolentus,Passeriformes,Thraupidae
Saffron Finch,Sicalis flaveola,Passeriformes,Thraupidae
White-collared Seedeater,Sporophila torqueola,Passeriformes,Thraupidae
Bananaquit,Coereba flaveola,Passeriformes,Thraupidae
Yellow-faced Grassquit,Tiaris olivaceus,Passeriformes,Thraupidae
Black-faced Grassquit,Tiaris bicolor,Passeriformes,Thraupidae
Greater Antillean Bullfinch,Loxigilla violacea,Passeriformes,Thraupidae
Rufous-winged Sparrow,Peucaea carpalis,Passeriformes,Passerellidae
Botteri's Sparrow,Peucaea botterii,Passeriformes,Passerellidae
Cassin's Sparrow,Peucaea cassinii,Passeriformes,Passerellidae
Bachman's Sparrow,Peucaea aestivalis,Passeriformes,Passerellidae
Grasshopper Sparrow,Ammodramus savannarum,Passeriformes,Passerellidae
Baird's Sparrow,Ammodramus bairdii,Passeriformes,Passerellidae
Henslow's Sparrow,Ammodramus henslowii,Passeriformes,Passerellidae
LeConte's Sparrow,Ammodramus leconteii,Passeriformes,Passerellidae
Nelson's Sparrow,Ammodramus nelsoni,Passeriformes,Passerellidae
Saltmarsh Sparrow,Ammodramus caudacutus,Passeriformes,Passerellidae
Seaside Sparrow,Ammodramus maritimus,Passeriformes,Passerellidae
Olive Sparrow,Arremonops rufivirgatus,Passeriformes,Passerellidae
American Tree Sparrow,Spizelloides arborea,Passeriformes,Passerellidae
Chipping Sparrow,Spizella passerina,Passeriformes,Passerellidae
Clay-colored Sparrow,Spizella pallida,Passeriformes,Passerellidae
Black-chinned Sparrow,Spizella atrogularis,Passeriformes,Passerellidae
Field Sparrow,Spizella pusilla,Passeriformes,Passerellidae
Brewer's Sparrow,Spizella breweri,Passeriformes,Passerellidae
Worthen's Sparrow,Spizella wortheni,Passeriformes,Passerellidae
Black-throated Sparrow,Amphispiza bilineata,Passeriformes,Passerellidae
Five-striped Sparrow,Amphispiza quinquestriata,Passeriformes,Passerellidae
Lark Sparrow,Chondestes grammacus,Passeriformes,Passerellidae
Lark Bunting,Calamospiza melanocorys,Passeriformes,Passerellidae
Fox Sparrow,Passerella iliaca,Passeriformes,Passerellidae
Dark-eyed Junco,Junco hyemalis,Passeriformes,Passerellidae
Yellow-eyed Junco,Junco phaeonotus,Passeriformes,Passerellidae
Baird's Junco,Junco bairdi,Passeriformes,Passerellidae
White-crowned Sparrow,Zonotrichia leucophrys,Passeriformes,Passerellidae
Golden-crowned Sparrow,Zonotrichia atricapilla,Passeriformes,Passerellidae
Harris's Sparrow,Zonotrichia querula,Passeriformes,Passerellidae
White-throated Sparrow,Zonotrichia albicollis,Passeriformes,Passerellidae
Sagebrush Sparrow,Artemisiospiza nevadensis,Passeriformes,Passerellidae
Bell's Sparrow,Artemisiospiza belli,Passeriformes,Passerellidae
Striped Sparrow,Oriturus superciliosus,Passeriformes,Passerellidae
Vesper Sparrow,Pooecetes gramineus,Passeriformes,Passerellidae
Savannah Sparrow,Passerculus sandwichensis,Passeriformes,Passerellidae
Song Sparrow,Melospiza melodia,Passeriformes,Passerellidae
Lincoln's Sparrow,Melospiza lincolnii,Passeriformes,Passerellidae
Swamp Sparrow,Melospiza georgiana,Passeriformes,Passerellidae
Canyon Towhee,Melozone fusca,Passeriformes,Passerellidae
Abert's Towhee,Melozone aberti,Passeriformes,Passerellidae
California Towhee,Melozone crissalis,Passeriformes,Passerellidae
Rufous-crowned Sparrow,Aimophila ruficeps,Passeriformes,Passerellidae
Green-tailed Towhee,Pipilo chlorurus,Passeriformes,Passerellidae
Spotted Towhee,Pipilo maculatus,Passeriformes,Passerellidae
Eastern Towhee,Pipilo erythrophthalmus,Passeriformes,Passerellidae
Pine Bunting,Emberiza leucocephalos,Passeriformes,Emberizidae
Yellow-browed Bunting,Emberiza chrysophrys,Passeriformes,Emberizidae
Little Bunting,Emberiza pusilla,Passeriformes,Emberizidae
Rustic Bunting,Emberiza rustica,Passeriformes,Emberizidae
Yellow-throated Bunting,Emberiza elegans,Passeriformes,Emberizidae
Yellow-breasted Bunting,Emberiza aureola,Passeriformes,Emberizidae
Gray Bunting,Emberiza variabilis,Passeriformes,Emberizidae
Pallas's Bunting,Emberiza pallasi,Passeriformes,Emberizidae
Reed Bunting,Emberiza schoeniclus,Passeriformes,Emberizidae
Western Spindalis,Spindalis zena,Passeriformes,Spindalidae
Yellow-breasted Chat,Icteria virens,Passeriformes,Icteriidae
Hepatic Tanager,Piranga flava,Passeriformes,Cardinalidae
Summer Tanager,Piranga rubra,Passeriformes,Cardinalidae
Scarlet Tanager,Piranga olivacea,Passeriformes,Cardinalidae
Western Tanager,Piranga ludoviciana,Passeriformes,Cardinalidae
Flame-colored Tanager,Piranga bidentata,Passeriformes,Cardinalidae
Crimson-collared Grosbeak,Rhodothraupis celaeno,Passeriformes,Cardinalidae
Northern Cardinal,Cardinalis cardinalis,Passeriformes,Cardinalidae
Pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae
Yellow Grosbeak,Pheucticus chrysopeplus,Passeriformes,Cardinalidae
Rose-breasted Grosbeak,Pheucticus ludovicianus,Passeriformes,Cardinalidae
Black-headed Grosbeak,Pheucticus melanocephalus,Passeriformes,Cardinalidae
Blue Bunting,Cyanocompsa parellina,Passeriformes,Cardinalidae
Blue Grosbeak,Passerina caerulea,Passeriformes,Cardinalidae
Lazuli Bunting,Passerina amoena,Passeriformes,Cardinalidae
Indigo Bunting,Passerina cyanea,Passeriformes,Cardinalidae
Varied Bunting,Passerina versicolor,Passeriformes,Cardinalidae
Painted Bunting,Passerina ciris,Passeriformes,Cardinalidae
Dickcissel,Spiza americana,Passeriformes,Cardinalidae
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Passeriformes,Icteridae
Bobolink,Dolichonyx oryzivorus,Passeriformes,Icteridae
Western Meadowlark,Sturnella neglecta,Passeriformes,Icteridae
Eastern Meadowlark,Sturnella magna,Passeriformes,Icteridae
Montezuma Oropendola,Psarocolius montezuma,Passeriformes,Icteridae
Black-vented Oriole,Icterus wagleri,Passeriformes,Icteridae
Orchard Oriole,Icterus spurius,Passeriformes,Icteridae
Hooded Oriole,Icterus cucullatus,Passeriformes,Icteridae
Venezuelan Troupial,Icterus icterus,Passeriformes,Icteridae
Streak-backed Oriole,Icterus pustulatus,Passeriformes,Icteridae
Bullock's Oriole,Icterus bullockii,Passeriformes,Icteridae
Spot-breasted Oriole,Icterus pectoralis,Passeriformes,Icteridae
Altamira Oriole,Icterus gularis,Passeriformes,Icteridae
Audubon's Oriole,Icterus graduacauda,Passeriformes,Icteridae
Baltimore Oriole,Icterus galbula,Passeriformes,Icteridae
Black-backed Oriole,Icterus abeillei,Passeriformes,Icteridae
Scott's Oriole,Icterus parisorum,Passeriformes,Icteridae
Red-winged Blackbird,Agelaius phoeniceus,Passeriformes,Icteridae
Tricolored Blackbird,Agelaius tricolor,Passeriformes,Icteridae
Tawny-shouldered Blackbird,Agelaius humeralis,Passeriformes,Icteridae
Shiny Cowbird,Molothrus bonariensis,Passeriformes,Icteridae
Bronzed Cowbird,Molothrus aeneus,Passeriformes,Icteridae
Brown-headed Cowbird,Molothrus ater,Passeriformes,Icteridae
Rusty Blackbird,Euphagus carolinus,Passeriformes,Icteridae
Brewer's Blackbird,Euphagus cyanocephalus,Passeriformes,Icteridae
Common Grackle,Quiscalus quiscula,Passeriformes,Icteridae
Boat-tailed Grackle,Quiscalus major,Passeriformes,Icteridae
Great-tailed Grackle,Quiscalus mexicanus,Passeriformes,Icteridae
Common Chaffinch,Fringilla coelebs,Passeriformes,Fringillidae
Brambling,Fringilla montifringilla,Passeriformes,Fringillidae
Evening Grosbeak,Coccothraustes vespertinus,Passeriformes,Fringillidae
Hawfinch,Coccothraustes coccothraustes,Passeriformes,Fringillidae
Poo-uli,Melamprosops phaeosoma,Passeriformes,Fringillidae
Akikiki,Oreomystis bairdi,Passeriformes,Fringillidae
Oahu Alauahio,Paroreomyza maculata,Passeriformes,Fringillidae
Kakawahie,Paroreomyza flammea,Passeriformes,Fringillidae
Maui Alauahio,Paroreomyza montana,Passeriformes,Fringillidae
Palila,Loxioides bailleui,Passeriformes,Fringillidae
Laysan Finch,Telespiza cantans,Passeriformes,Fringillidae
Nihoa Finch,Telespiza ultima,Passeriformes,Fringillidae
Kona Grosbeak,Chloridops kona,Passeriformes,Fringillidae
Lesser Koa-Finch,Rhodacanthis flaviceps,Passeriformes,Fringillidae
Greater Koa-Finch,Rhodacanthis palmeri,Passeriformes,Fringillidae
Ula-ai-hawane,Ciridops anna,Passeriformes,Fringillidae
Akohekohe,Palmeria dolei,Passeriformes,Fringillidae
Laysan Honeycreeper,Himatione fraithii,Passeriformes,Fringillidae
Apapane,Himatione sanguinea,Passeriformes,Fringillidae
Iiwi,Drepanis coccinea,Passeriformes,Fringillidae
Hawaii Mamo,Drepanis pacifica,Passeriformes,Fringillidae
Black Mamo,Drepanis funerea,Passeriformes,Fringillidae
Ou,Psittirostra psittacea,Passeriformes,Fringillidae
Lanai Hookbill,Dysmorodrepanis munroi,Passeriformes,Fringillidae
Maui Parrotbill,Pseudonestor xanthophrys,Passeriformes,Fringillidae
Kauai Nukupuu,Hemignathus hanapepe,Passeriformes,Fringillidae
Oahu Nukupuu,Hemignathus lucidus,Passeriformes,Fringillidae
Maui Nukupuu,Hemignathus affinis,Passeriformes,Fringillidae
Akiapolaau,Hemignathus wilsoni,Passeriformes,Fringillidae
Lesser Akialoa,Akialoa obscura,Passeriformes,Fringillidae
Oahu Akialoa,Akialoa ellisiana,Passeriformes,Fringillidae
Kauai Akialoa,Akialoa stejnegeri,Passeriformes,Fringillidae
Maui-nui Akialoa,Akialoa lanaiensis,Passeriformes,Fringillidae
Anianiau,Magumma parva,Passeriformes,Fringillidae
Hawaii Amakihi,Chlorodrepanis virens,Passeriformes,Fringillidae
Oahu Amakihi,Chlorodrepanis flava,Passeriformes,Fringillidae
Kauai Amakihi,Chlorodrepanis stejnegeri,Passeriformes,Fringillidae
Greater Amakihi,Viridonia sagittirostris,Passeriformes,Fringillidae
Hawaii Creeper,Loxops mana,Passeriformes,Fringillidae
Akekee,Loxops caeruleirostris,Passeriformes,Fringillidae
Hawaii Akepa,Loxops coccineus,Passeriformes,Fringillidae
Oahu Akepa,Loxops wolstenholmei,Passeriformes,Fringillidae
Maui Akepa,Loxops ochraceus,Passeriformes,Fringillidae
